,episode,score
307,308,26
308,309,13
309,310,12
310,311,34
311,312,23
312,313,47
313,314,19
314,315,26
315,316,34
316,317,49
317,318,19
318,319,69
319,320,43
320,321,16
321,322,49
322,323,27
323,324,136
324,325,17
325,326,29
326,327,65
327,328,39
328,329,52
329,330,51
330,331,35
331,332,82
332,333,27
333,334,24
334,335,18
335,336,168
336,337,32
337,338,22
338,339,95
339,340,49
340,341,27
341,342,24
342,343,23
343,344,18
344,345,21
345,346,40
346,347,22
347,348,76
348,349,71
349,350,94
350,351,13
351,352,20
352,353,33
353,354,10
354,355,37
355,356,111
356,357,38
357,358,60
358,359,52
359,360,156
360,361,65
361,362,53
362,363,20
363,364,12
364,365,27
365,366,11
366,367,21
367,368,100
368,369,70
369,370,24
370,371,126
371,372,28
372,373,94
373,374,30
374,375,92
375,376,27
376,377,13
377,378,17
378,379,16
379,380,26
380,381,76
381,382,37
382,383,96
383,384,124
384,385,19
385,386,90
386,387,17
387,388,16
388,389,44
389,390,104
390,391,56
391,392,58
392,393,39
393,394,73
394,395,52
395,396,81
396,397,68
397,398,100
398,399,35
399,400,38
400,401,103
401,402,31
402,403,15
403,404,46
404,405,76
405,406,46
406,407,20
407,408,29
408,409,59
409,410,21
410,411,31
411,412,105
412,413,83
413,414,12
414,415,21
415,416,71
416,417,94
417,418,41
418,419,56
419,420,64
420,421,90
421,422,28
422,423,24
423,424,18
424,425,106
425,426,68
426,427,65
427,428,86
428,429,44
429,430,72
430,431,18
431,432,60
432,433,123
433,434,89
434,435,107
435,436,206
436,437,59
437,438,36
438,439,34
439,440,22
440,441,38
441,442,77
442,443,28
443,444,239
444,445,66
445,446,54
446,447,142
447,448,37
448,449,49
449,450,38
450,451,65
451,452,104
452,453,121
453,454,54
454,455,159
455,456,129
456,457,108
457,458,22
458,459,48
459,460,24
460,461,76
461,462,15
462,463,46
463,464,15
464,465,122
465,466,162
466,467,51
467,468,70
468,469,19
469,470,67
470,471,296
471,472,170
472,473,140
473,474,42
474,475,218
475,476,84
476,477,25
477,478,33
478,479,48
479,480,28
480,481,151
481,482,284
482,483,46
483,484,80
484,485,82
485,486,214
486,487,63
487,488,57
488,489,80
489,490,32
490,491,103
491,492,83
492,493,121
493,494,103
494,495,364
495,496,281
496,497,61
497,498,61
498,499,167
499,500,292
500,501,43
501,502,384
502,503,42
503,504,222
504,505,190
505,506,300
506,507,12
507,508,97
508,509,147
509,510,221
510,511,25
511,512,77
512,513,75
513,514,268
514,515,10
515,516,151
516,517,79
517,518,154
518,519,207
519,520,27
520,521,48
521,522,71
522,523,225
523,524,60
524,525,336
525,526,350
526,527,40
527,528,385
528,529,80
529,530,115
530,531,125
531,532,263
532,533,251
533,534,304
534,535,36
535,536,23
536,537,209
537,538,250
538,539,281
539,540,144
540,541,197
541,542,71
542,543,194
543,544,74
544,545,206
545,546,201
546,547,184
547,548,42
548,549,63
549,550,265
550,551,17
551,552,377
552,553,338
553,554,276
554,555,23
555,556,71
556,557,71
557,558,106
558,559,245
559,560,22
560,561,201
561,562,440
562,563,125
563,564,241
564,565,360
565,566,244
566,567,204
567,568,21
568,569,18
569,570,40
570,571,355
571,572,35
572,573,261
573,574,70
574,575,225
575,576,355
576,577,215
577,578,314
578,579,284
579,580,243
580,581,244
581,582,88
582,583,178
583,584,244
584,585,368
585,586,386
586,587,248
587,588,294
588,589,209
589,590,175
590,591,416
591,592,164
592,593,500
593,594,347
594,595,342
595,596,31
596,597,500
597,598,17
598,599,355
599,600,364
600,601,120
601,602,128
602,603,15
603,604,233
604,605,209
605,606,274
606,607,353
607,608,220
608,609,388
609,610,192
610,611,379
611,612,500
612,613,59
613,614,377
614,615,252
615,616,459
616,617,500
617,618,500
618,619,500
619,620,406
620,621,426
621,622,500
622,623,431
623,624,500
624,625,500
625,626,206
626,627,500
627,628,500
628,629,18
629,630,500
630,631,500
631,632,500
632,633,466
633,634,500
634,635,500
635,636,13
636,637,500
637,638,500
638,639,500
639,640,500
640,641,500
641,642,500
642,643,500
643,644,500
644,645,500
645,646,500
646,647,500
647,648,500
648,649,500
649,650,500
650,651,500
651,652,500
652,653,500
653,654,500
654,655,500
655,656,500
656,657,500
657,658,500
658,659,500
659,660,500
660,661,500
661,662,500
662,663,500
663,664,500
664,665,500
665,666,500
666,667,500
667,668,500
668,669,500
669,670,500
670,671,500
671,672,458
672,673,500
673,674,500
674,675,105
675,676,500
676,677,500
677,678,500
678,679,331
679,680,500
680,681,500
681,682,500
682,683,500
683,684,500
684,685,500
685,686,500
686,687,500
687,688,500
688,689,500
689,690,500
690,691,500
691,692,443
692,693,500
693,694,500
694,695,500
695,696,500
696,697,500
697,698,500
698,699,500
699,700,500
